2923;Maria Clara Falqueto;Rua dos Beija-Flor, 6652, Venâncio Aires, RS;(51) 280-7011
2924;Ana Fernandes;Rua dos Camaiurás, 4833, Venâncio Aires, RS;(51) 418-2869
2925;Alicia da Costa;Rua dos Canários, 9969, Venâncio Aires, RS;(51) 637-8367
2926;Amanda de Souza;Rua dos Cardeais, 5999, Venâncio Aires, RS;(51) 682-1102
2927;Ana Clara Pesca;Rua dos Ciprestes, 9961, Venâncio Aires, RS;(51) 233-8745
2928;Vicente Caliman;Rua dos Contadores, 2884, Venâncio Aires, RS;(51) 440-9949
2929;Tomas Ferreira;Rua dos Eucalíptos, 2908, Venâncio Aires, RS;(51) 553-6369
2930;Enzo Miguel Costalonga;Rua dos Guaiases, 2802, Venâncio Aires, RS;(51) 218-5310
2931;Arthur Miguel Calmon;Rua dos Guaicanãs, 6932, Venâncio Aires, RS;(51) 233-3301
2932;Natalia Botteon;Rua dos Guainumbis, 3343, Venâncio Aires, RS;(51) 229-8854
2933;Fernanda Alves;Rua dos Guaiós, 218, Venâncio Aires, RS;(51) 325-8127
2934;Eduardo de Oliveira;Rua dos Guaramomis, 5915, Venâncio Aires, RS;(51) 356-0655
2935;Livia Braga;Rua dos Guatás, 7395, Venâncio Aires, RS;(51) 295-5181
2936;Theo De Angeli;Rua dos Indígenas, 7028, Venâncio Aires, RS;(51) 229-8640
2937;Maria Fernanda Caliman;Rua dos Ipês, 4724, Venâncio Aires, RS;(51) 633-9740
2938;Thomas Zanette;Rua dos Jambos, 2454, Venâncio Aires, RS;(51) 201-7739
2939;Maite Alves;Rua dos Jaúnas, 7108, Venâncio Aires, RS;(51) 535-1134
2940;Joao Miguel Della Coletta;Rua dos Jurupis, 1370, Venâncio Aires, RS;(51) 686-0374
2941;Yasmin Fernandes;Rua dos Maracatins, 3264, Venâncio Aires, RS;(51) 569-8548
2942;Kaique Caliman;Rua dos Marfins, 4312, Venâncio Aires, RS;(51) 618-2720
2943;Vinicius Caliman;Rua dos Nhambiquaras, 8476, Venâncio Aires, RS;(51) 308-8058
2944;Ana Livia Zanette;Rua dos Pamaris, 3519, Venâncio Aires, RS;(51) 381-9307
2945;Elisa Pesca;Rua dos Pardais, 8276, Venâncio Aires, RS;(51) 524-0761
2946;Guilherme Zandonadi;Rua dos Pinheiros, 9777, Venâncio Aires, RS;(51) 277-7223
2947;Sophie da Costa;Rua dos Pintassilgos, 6298, Venâncio Aires, RS;(51) 408-5361
2948;Sophie Pereira;Rua dos Piratinins, 8830, Santa Cruz do Sul, RS;(51) 217-3005
2949;Marina Della Coletta;Rua dos Quinimuras, 8335, Santa Cruz do Sul, RS;(51) 402-2713
2950;Benjamin Della Coletta;Rua dos Sabiás, 1541, Santa Cruz do Sul, RS;(51) 466-7582
2951;Mirella Gomes;Rua dos Salgueiros, 7074, Santa Cruz do Sul, RS;(51) 208-6459
2952;Emanuelly De Angeli;Rua dos Tacaúnas, 1916, Santa Cruz do Sul, RS;(51) 267-8360
2953;Miguel Della Coletta;Rua dos Tucanos, 9328, Santa Cruz do Sul, RS;(51) 520-4985
2954;Lorenzo Caliman;Rua dos Tupinas, 8917, Santa Cruz do Sul, RS;(51) 324-8998
2955;Luan Pesca;Rua dos Tupiniquins, 8695, Santa Cruz do Sul, RS;(51) 200-3192
2956;Valentina Falqueto;Rua dos Uapês, 2642, Santa Cruz do Sul, RS;(51) 401-8308
2957;Anthony Ferreira;Rua dos Ubiatans, 9169, Santa Cruz do Sul, RS;(51) 255-8336
2958;Eduardo Pesca;Rua Álvaro de Morais, 6288, Santa Cruz do Sul, RS;(51) 294-5695
2959;Otavio Fernandes;Antiga Estrada São Paulo Paraná, 7214, Santa Cruz do Sul, RS;(51) 659-1520
2960;Vinicius de Souza;Avenida 24 de Agosto, 7548, Santa Cruz do Sul, RS;(51) 330-0017
2961;Igor Zanette;Avenida Abaneiro, 7853, Santa Cruz do Sul, RS;(51) 565-3355
2962;Lais Ferreira;Avenida Abílio Pereira de Almeida, 1644, Santa Cruz do Sul, RS;(51) 600-5923
2963;Maria Isis da Silva;Avenida Academia de São Paulo, 3730, Santa Cruz do Sul, RS;(51) 507-7809
2964;Yasmin de Almeida;Avenida Adelina Abranches, 2939, Santa Cruz do Sul, RS;(51) 345-7005
2965;Guilherme da Silva;Avenida Adelino Jorge Montenegro, 4921, Santa Cruz do Sul, RS;(51) 612-3096
2966;Isis Pereira;Avenida Adhemar Gonzaga, 6545, Santa Cruz do Sul, RS;(51) 501-5193
2967;Eloah Silva;Avenida Adolfo Coelho, 9520, Santa Cruz do Sul, RS;(51) 578-0992
2968;Ana Laura de Almeida;Avenida Adolfo Pinheiro, 3231, Santa Cruz do Sul, RS;(51) 335-9865
2969;Pietro Della Coletta;Avenida Adriano Bertozzi, 1877, Santa Cruz do Sul, RS;(51) 271-2291
2970;Catarina Pereira;Avenida Adutora do Rio Claro, 4192, Santa Cruz do Sul, RS;(51) 692-3431
2971;Felipe Fernandes;Avenida Adélia Chohfi, 6843, Santa Cruz do Sul, RS;(51) 283-8496
2972;Breno Calmon;Avenida Affonso D'Escragnolle Taunay, 4792, Santa Cruz do Sul, RS;(51) 351-0224
2973;Carlos Eduardo Costalonga;Avenida Afonso Lopes de Baião, 5970, Santa Cruz do Sul, RS;(51) 288-2491
2974;Mathias Della Coletta;Avenida Afonso Mariano Fagundes, 328, Santa Cruz do Sul, RS;(51) 535-0032
2975;Rafael Altoe;Avenida Afonso de Sampaio e Sousa, 4347, Santa Maria, RS;(51) 437-5770
2976;Yasmin Alves;Avenida Afrânio Peixoto, 3497, Santa Maria, RS;(51) 360-5676
2977;Lucas Ferreira;Avenida Agami, 6999, Santa Maria, RS;(51) 620-4927
2978;Manuela Ferreira;Avenida Agenor Couto de Magalhães, 7818, Santa Maria, RS;(51) 360-6953
2979;Olivia de Souza;Avenida Agenor de Oliveira, 5699, Santa Maria, RS;(51) 442-6644
2980;Otavio Zanette;Avenida Agostinho Rubin, 1170, Santa Maria, RS;(51) 392-7862
2981;Davi Lucca Ferreira;Avenida Aguiar da Beira, 7748, Santa Maria, RS;(51) 559-4889
2982;Ana Sophia Tosi;Avenida Airton Pretini, 6057, Santa Maria, RS;(51) 235-2912
2983;Luiza Sossai detto Pegorer;Avenida Ajarani, 7123, Santa Maria, RS;(51) 234-7704
2984;Catarina Braga;Avenida Albert Bartholome, 3114, Santa Maria, RS;(51) 296-3286
2985;Samuel Della Coletta;Avenida Albert Einstein, 1652, Santa Maria, RS;(51) 226-8046
2986;Isis Pesca;Avenida Alberto Augusto Alves, 8613, Santa Maria, RS;(51) 333-7043
2987;Joaquim Alves;Avenida Alberto Byington, 8556, Santa Maria, RS;(51) 253-8746
2988;Ana Sophia Zandonadi;Avenida Alberto Camus, 4432, Santa Maria, RS;(51) 670-0248
2989;Fernando Fernandes;Avenida Alberto Fontana, 2369, Santa Maria, RS;(51) 457-2564
2990;Francisco Pereira;Avenida Alberto Ramos, 9240, Santa Maria, RS;(51) 248-9859
2991;Eduarda Caliman;Avenida Alberto Vicente Cardoso, 1153, Santa Maria, RS;(51) 292-4698
2992;Valentina Botteon;Avenida Alberto de Faria Cardoso, 5968, Santa Maria, RS;(51) 402-3734
2993;Joao Pesca;Avenida Alcides Sangirardi, 4811, Santa Maria, RS;(51) 338-1715
2994;Maria Flor Gomes;Avenida Alcindo Ferreira, 6688, Santa Maria, RS;(51) 378-6293
2995;Arthur Gabriel da Silva;Avenida Alcântara Machado, 4126, Santa Maria, RS;(51) 415-7415
2996;Perola Costalonga;Avenida Alda, 7402, Santa Maria, RS;(51) 588-2937
2997;Ana Cecilia Silva;Avenida Aldeia Manuel Antônio, 3866, Santa Maria, RS;(51) 614-9743
2998;Vinicius de Almeida;Avenida Aldo João Rinaldi, 532, Santa Maria, RS;(51) 248-3099
2999;Gael Braga;Avenida Aldo Ribeiro Luz, 3373, Santa Maria, RS;(51) 602-8331
3000;Lara Sossai;Avenida Alexandre Colares, 6998, Santa Maria, RS;(51) 422-2903
3001;Bento De Angeli;1ª Travessa Edalberto dos Santos, 4467, Venâncio Aires, RS;(51) 334-4505
3002;Catarina de Almeida;2ª Travessa Edalberto dos Santos, 9920, Venâncio Aires, RS;(51) 344-5356
3003;Davi Miguel Zampirolli;3ª Travessa Edalberto dos Santos, 5155, Venâncio Aires, RS;(51) 508-7341
3004;Gabriela Braga;3ª Travessa Maria Mayer, 9358, Venâncio Aires, RS;(51) 511-3708
3005;Henry Agrizzi;Acampamento Acaricuara, 1504, Venâncio Aires, RS;(51) 412-2361
3006;Maya Calmon;Acesso Andorinha Cristal, 7917, Venâncio Aires, RS;(51) 481-0643
3007;Marina Silva;Acesso Anum-Preto, 7446, Venâncio Aires, RS;(51) 223-8325
3008;Joao De Angeli;Acesso Araponga Martelo, 1999, Venâncio Aires, RS;(51) 313-3094
3009;Ricardo Costalonga;Acesso Arara Azul, 5932, Venâncio Aires, RS;(51) 672-4499
3010;Bianca Calmon;Acesso Bem-te-vi Amarelo, 711, Venâncio Aires, RS;(51) 569-9296
3011;Benjamin De Angeli;Acesso Canário Belga, 3901, Venâncio Aires, RS;(51) 519-0289
3012;Lorena Zampirolli;Acesso Coan do Brejo, 6745, Venâncio Aires, RS;(51) 395-7703
3013;Emanuel Braga;Acesso Curió Cristal, 3458, Venâncio Aires, RS;(51) 436-6338
3014;Thiago Falqueto;Acesso Gaivota Cinza, 7054, Venâncio Aires, RS;(51) 543-7075
3015;Maria Helena Zampirolli;Acesso Garça Branca, 4773, Venâncio Aires, RS;(51) 378-2520
3016;Ana Cecilia Sossai detto Pegorer;Acesso Gavião Real, 8224, Venâncio Aires, RS;(51) 488-0874
3017;Luiz Gustavo Ferreira;Acesso Juriti Marrom, 7620, Venâncio Aires, RS;(51) 563-8338
3018;Breno Sossai;Acesso Pardal Cinza, 3468, Venâncio Aires, RS;(51) 225-6356
3019;Arthur Henrique Alves;Acesso Pavão Real, 4214, Venâncio Aires, RS;(51) 549-3092
3020;Luiz Felipe Caliman;Acesso Pintassilgo Rosa, 9959, Venâncio Aires, RS;(51) 539-3052
3021;Giulia Agrizzi;Acesso Pixoxó da Serra, 7686, Venâncio Aires, RS;(51) 574-2948
3022;Joao Guilherme Agrizzi;Acesso Sabiá Laranjeira, 1446, Venâncio Aires, RS;(51) 202-2560
3023;Ana Clara Zanette;Acesso Tucano Preto, 139, Venâncio Aires, RS;(51) 637-4893
3024;Lucas Gabriel de Souza;Acesso Uirapuru do Sertão, 4782, Venâncio Aires, RS;(51) 540-6313
3025;Andre Braga;Rua Afonso Bocchiglieri, 4274, Venâncio Aires, RS;(51) 266-7515
3026;Maya de Souza;Rua Afonso Schmidt, 9579, Venâncio Aires, RS;(51) 587-0916
3027;Leonardo Zampirolli;Rua Agenor Couto Magalhães, 8787, Venâncio Aires, RS;(51) 581-0605
3028;Valentina De Angeli;Rua Aristotenes Cláudio Sbrigh, 8263, Venâncio Aires, RS;(51) 258-2192
3029;Sophie Falqueto;Rua Barros, 7605, Venâncio Aires, RS;(51) 449-5534
3030;Joao Miguel Zandonadi;Rua Barão de Limeira, 5126, Venâncio Aires, RS;(51) 601-4891
3031;Isabel Caliman;Rua Barão de Piracicaba, 4980, Venâncio Aires, RS;(51) 435-0081
3032;Liz Pereira;Rua Calcutá, 5115, Venâncio Aires, RS;(51) 633-4468
3033;Benicio da Silva;Rua Calicut, 2610, Venâncio Aires, RS;(51) 298-6186
3034;Lucas Gabriel Tosi;Rua Campinas, 8119, Venâncio Aires, RS;(51) 418-7329
3035;Luan Zanette;Rua Canuri, 1667, Venâncio Aires, RS;(51) 490-4840
3036;Guilherme de Souza;Rua Carlos Marchais, 4947, Venâncio Aires, RS;(51) 254-8932
3037;Lucas Gabriel Calmon;Rua Casa Branca, 3039, Venâncio Aires, RS;(51) 614-3724
3038;Allana Ferreira;Rua Caviunas, 8203, Venâncio Aires, RS;(51) 615-5464
3039;Lavinia da Costa;Rua Cleveland, 5408, Venâncio Aires, RS;(51) 477-6808
3040;Ana Caliman;Rua Coqueiros, 7553, Venâncio Aires, RS;(51) 598-3532
3041;Emilly Zandonadi;Rua Cravos, 2834, Venâncio Aires, RS;(51) 473-1302
3042;Joao Pedro Pesca;Rua Dino Bueno, 1603, Venâncio Aires, RS;(51) 311-8457
3043;Maria Helena de Oliveira;Rua Doutor Sílvio de Campos, 6899, Venâncio Aires, RS;(51) 565-9324
3044;Bryan Altoe;Rua Eduardo Prado, 1252, Venâncio Aires, RS;(51) 404-6423
3045;Mariah Alves;Rua Fernão Cardim, 4022, Venâncio Aires, RS;(51) 239-7103
3046;Vitor Hugo Pereira;Rua Franca, 7254, Venâncio Aires, RS;(51) 418-5185
3047;Clara Pereira;Rua Gabriel Monteiro da Silva, 1462, Venâncio Aires, RS;(51) 265-6638
3048;Thiago Sossai;Rua Glete, 9348, Venâncio Aires, RS;(51) 263-0545
3049;Leticia Pesca;Rua Guaicanãs dos, 7056, Venâncio Aires, RS;(51) 290-7677
3050;Maria Valentina Fernandes;Rua Guairacá, 2102, Venâncio Aires, RS;(51) 373-0141
3051;Isaac de Oliveira;Rua Guilherme Renato Sabrigh, 3361, Venâncio Aires, RS;(51) 218-0980
3052;Joao Vitor Costalonga;Rua Ibiracemas, 107, Venâncio Aires, RS;(51) 218-1272
3053;Ana Gomes;Rua Iraé, 9589, Venâncio Aires, RS;(51) 447-7444
3054;Danilo Alves;Rua Itu, 2935, Venâncio Aires, RS;(51) 445-7918
3055;Arthur Miguel de Souza;Rua Itupiranga, 7427, Venâncio Aires, RS;(51) 696-8164
3056;Igor De Angeli;Rua Jacarandas, 5798, Venâncio Aires, RS;(51) 432-4172
3057;Aurora Braga;Rua Jauaperi, 1274, Venâncio Aires, RS;(51) 442-3254
3058;Laura Braga;Rua Jaú, 2143, Venâncio Aires, RS;(51) 646-6750
3059;Olivia Salvador;Rua Jequitibas, 4595, Venâncio Aires, RS;(51) 426-2584
3060;Raul Salvador;Rua Joaquim Eugênio de Lima, 8425, Venâncio Aires, RS;(51) 680-0553
3061;Lavinia Braga;Rua Joaquim José de Mattos, 9301, Venâncio Aires, RS;(51) 469-3013
3062;Ana Laura Salvador;Rua José Lopes de Almeida, 3521, Venâncio Aires, RS;(51) 213-7102
3063;Joao Lucas Costalonga;Rua Lorena, 8090, Venâncio Aires, RS;(51) 623-2323
3064;Carolina Botteon;Rua Macieira da Maia, 3136, Venâncio Aires, RS;(51) 301-7732
3065;Ana Zanette;Rua Maruás, 8621, Venâncio Aires, RS;(51) 479-8514
3066;Heloisa de Almeida;Rua Messina, 5169, Venâncio Aires, RS;(51) 288-2354
3067;Maria Clara Altoe;Rua Ministro Rocha Azevedo, 5138, Venâncio Aires, RS;(51) 596-2996
3068;Yago Costalonga;Rua Mognos, 4594, Venâncio Aires, RS;(51) 360-4302
3069;Isadora Salvador;Rua Nice, 277, Venâncio Aires, RS;(51) 273-1270
3070;Maria Flor Zampirolli;Rua Nothmann, 7458, Venâncio Aires, RS;(51) 370-0678
3071;Olivia Sossai detto Pegorer;Rua Olga, 8373, Venâncio Aires, RS;(51) 428-8319
3072;Antonella Altoe;Rua Paineiras, 6785, Venâncio Aires, RS;(51) 653-3761
3073;Arthur Miguel Ferreira;Rua Primeiro-Sargento Basílio Nogueira da Costa, 399, Venâncio Aires, RS;(51) 206-6873
3074;Mariana Pesca;Rua Primeiro-Sargento Osmar Cortez Claro, 9430, Venâncio Aires, RS;(51) 591-8842
3075;Carlos Eduardo Agrizzi;Rua Rainha Santa, 1072, Venâncio Aires, RS;(51) 389-7290
3076;Alexandre Botteon;Rua Raja Gabaglia, 4281, Venâncio Aires, RS;(51) 562-1781
3077;Ana Clara Tosi;Rua Ribeiro da Silva, 1848, Venâncio Aires, RS;(51) 445-7636
3078;Bianca Gomes;Rua Ribeirão Preto, 1006, Venâncio Aires, RS;(51) 255-1294
3079;Miguel da Costa;Rua Rio Claro, 9230, Venâncio Aires, RS;(51) 282-0959
3080;Ana Livia de Souza;Rua Rodrigo de Brum, 2811, Venâncio Aires, RS;(51) 328-8205
3081;Ana Sophia Pereira;Rua Rubião Júnior, 5106, Venâncio Aires, RS;(51) 573-5875
3082;Heloisa da Costa;Rua Santo Amaro, 1632, Venâncio Aires, RS;(51) 610-9640
3083;Joao Vitor Altoe;Rua Santos, 421, Venâncio Aires, RS;(51) 421-5030
3084;Carlos Eduardo Della Coletta;Rua Sarutaiá, 7110, Venâncio Aires, RS;(51) 214-1536
3085;Marina Zampirolli;Rua Segundo-Sargento Ananias Holanda de Oliveira, 5784, Venâncio Aires, RS;(51) 311-9640
3086;Benjamin Falqueto;Rua Segundo-Sargento Andiras Nogueira de Abreu, 7610, Venâncio Aires, RS;(51) 573-0296
3087;Joao Pereira;Rua Segundo-Sargento Fábio Pavani, 1104, Venâncio Aires, RS;(51) 380-0211
3088;Esther da Silva;Rua Segundo-Sargento Névio Baracho dos Santos, 7970, Venâncio Aires, RS;(51) 258-9336
3089;Nicole Gomes;Rua Segundo-Sargento Rubens Leite, 2617, Venâncio Aires, RS;(51) 235-9403
3090;Alice Tosi;Rua Sorimãs, 2739, Venâncio Aires, RS;(51) 634-6876
3091;Melissa da Silva;Rua Subtenente-Aviador Francisco Hierro, 871, Venâncio Aires, RS;(51) 572-2766
3092;Alexandre Tosi;Rua Suzana, 5992, Venâncio Aires, RS;(51) 520-0474
3093;Maria Pesca;Rua Terceiro-Sargento Alcides de Oliveira, 1058, Venâncio Aires, RS;(51) 243-4883
3094;Helena Silva;Rua Thereza T. Sbrighi, 7269, Venâncio Aires, RS;(51) 343-4413
3095;Ruan de Almeida;Rua Tietê, 1398, Venâncio Aires, RS;(51) 573-4589
3096;Cecilia Pesca;Rua Tirió, 904, Venâncio Aires, RS;(51) 256-6442
3097;Joao Guilherme Zampirolli;Rua Uananá, 3624, Venâncio Aires, RS;(51) 661-9601
3098;Milena Fernandes;Rua Uapixana, 9059, Venâncio Aires, RS;(51) 345-8476
3099;Pedro Miguel da Silva;Rua Vicente Pinzon, 4919, Venâncio Aires, RS;(51) 470-7687
3100;Ana Luiza Zampirolli;Rua das Amoreiras, 4246, Venâncio Aires, RS;(51) 508-5229
3101;Davi Lucca Salvador;Rua das Andorinhas, 2564, Venâncio Aires, RS;(51) 689-2857
3102;Louise Sossai;Rua das Begônias, 5950, Venâncio Aires, RS;(51) 343-1519
3103;Vitor Hugo Braga;Rua das Boninas, 5837, Venâncio Aires, RS;(51) 643-7715
3104;Yago Gomes;Rua das Cerejeiras, 2053, Venâncio Aires, RS;(51) 292-6473
3105;Henrique Zampirolli;Rua das Limeiras, 4432, Venâncio Aires, RS;(51) 491-8134
3106;Maite Botteon;Rua das Palmeiras, 781, Venâncio Aires, RS;(51) 241-1418
3107;Arthur Miguel de Almeida;Rua das Pitangueiras, 7606, Venâncio Aires, RS;(51) 553-4847
3108;Maya Salvador;Rua das Quaresmeiras, 6907, Venâncio Aires, RS;(51) 300-1823
3109;Vicente Zampirolli;Rua das Roseiras, 4960, Venâncio Aires, RS;(51) 558-6986
3110;Ana Sophia Agrizzi;Rua do Bem-te-vi, 5614, Venâncio Aires, RS;(51) 358-3631
3111;Olivia Tosi;Rua do Café, 3410, Venâncio Aires, RS;(51) 682-0000
3112;Clarice Gomes;Rua do Castelinho, 776, Venâncio Aires, RS;(51) 221-2318
3113;Isabella Tosi;Rua do Conde, 1257, Venâncio Aires, RS;(51) 282-3795
3114;Breno Altoe;Rua do Feudo, 5998, Venâncio Aires, RS;(51) 204-7767
3115;Emilly Sossai detto Pegorer;Rua do Imperador, 8744, Venâncio Aires, RS;(51) 511-6966
3116;Stella da Costa;Rua dos Aicás, 6838, Venâncio Aires, RS;(51) 510-8960
3117;Davi Miguel Falqueto;Rua dos Anapurus, 5788, Venâncio Aires, RS;(51) 478-0399
3118;Ricardo Salvador;Rua dos Apetupás, 511, Venâncio Aires, RS;(51) 694-3664
3119;Larissa de Oliveira;Rua dos Arapanés, 2185, Venâncio Aires, RS;(51) 605-9214
3120;Alexandre Costalonga;Rua dos Araés, 3154, Venâncio Aires, RS;(51) 538-0360
3121;Maria de Oliveira;Rua dos Auetis, 5532, Venâncio Aires, RS;(51) 335-5531
3122;Maria Sophia Della Coletta;Rua dos Beija Flores, 6340, Venâncio Aires, RS;(51) 502-8358
3123;Rodrigo Gomes;Rua dos Beija-Flor, 2334, Venâncio Aires, RS;(51) 203-4032
3124;Erick da Costa;Rua dos Camaiurás, 1779, Venâncio Aires, RS;(51) 327-1494
3125;Igor Altoe;Rua dos Canários, 6791, Venâncio Aires, RS;(51) 605-9370
3126;Oliver Zandonadi;Rua dos Cardeais, 8426, Venâncio Aires, RS;(51) 422-0950
3127;Eduardo Ferreira;Rua dos Ciprestes, 9307, Venâncio Aires, RS;(51) 257-1471
3128;Liz de Souza;Rua dos Contadores, 2670, Venâncio Aires, RS;(51) 629-6197
3129;Maria Luiza Caliman;Rua dos Eucalíptos, 5421, Venâncio Aires, RS;(51) 594-2825
3130;Ana Laura da Costa;Rua dos Guaiases, 1064, Venâncio Aires, RS;(51) 472-2050
3131;Camila de Almeida;Rua dos Guaicanãs, 5696, Venâncio Aires, RS;(51) 216-4370
3132;Yago Tosi;Rua dos Guainumbis, 1082, Venâncio Aires, RS;(51) 309-9874
3133;Eloah Calmon;Rua dos Guaiós, 3441, Venâncio Aires, RS;(51) 303-7708
3134;Arthur Salvador;Rua dos Guaramomis, 8222, Venâncio Aires, RS;(51) 671-0785
3135;Julia Falqueto;Rua dos Guatás, 8823, Venâncio Aires, RS;(51) 387-4410
3136;Rodrigo de Almeida;Rua dos Indígenas, 7694, Venâncio Aires, RS;(51) 642-5992
3137;Bernardo Ferreira;Rua dos Ipês, 6105, Venâncio Aires, RS;(51) 618-8694
3138;Maria Clara Fernandes;Rua dos Jambos, 8919, Venâncio Aires, RS;(51) 243-3043
3139;Bruna Zanette;Rua dos Jaúnas, 1823, Venâncio Aires, RS;(51) 648-0507
3140;Olivia Alves;Rua dos Jurupis, 7849, Venâncio Aires, RS;(51) 381-8884
3141;Lorena da Silva;Rua dos Maracatins, 5524, Venâncio Aires, RS;(51) 442-5314
3142;Davi Luiz Agrizzi;Rua dos Marfins, 3342, Venâncio Aires, RS;(51) 500-0867
3143;Cecilia De Angeli;Rua dos Nhambiquaras, 8093, Venâncio Aires, RS;(51) 617-0743
3144;Joao Miguel Fernandes;Rua dos Pamaris, 3655, Venâncio Aires, RS;(51) 394-9865
3145;Ana Cecilia Pesca;Rua dos Pardais, 3715, Venâncio Aires, RS;(51) 671-3343
3146;Maya de Almeida;Rua dos Pinheiros, 9370, Venâncio Aires, RS;(51) 581-5603
3147;Joao Vitor Sossai;Rua dos Pintassilgos, 1771, Venâncio Aires, RS;(51) 569-0418
3148;Felipe Pereira;Rua dos Piratinins, 9422, Santa Cruz do Sul, RS;(51) 591-0048
3149;Heloisa Silva;Rua dos Quinimuras, 2002, Santa Cruz do Sul, RS;(51) 456-7837
3150;Enzo Gabriel Zandonadi;Rua dos Sabiás, 7095, Santa Cruz do Sul, RS;(51) 299-2827
3151;Amanda Salvador;Rua dos Salgueiros, 4582, Santa Cruz do Sul, RS;(51) 216-9069
3152;Enzo Falqueto;Rua dos Tacaúnas, 8126, Santa Cruz do Sul, RS;(51) 420-6695
3153;Enzo Botteon;Rua dos Tucanos, 6597, Santa Cruz do Sul, RS;(51) 301-6676
3154;Felipe da Costa;Rua dos Tupinas, 5388, Santa Cruz do Sul, RS;(51) 381-4956
3155;Noah Sossai;Rua dos Tupiniquins, 4493, Santa Cruz do Sul, RS;(51) 330-0108
3156;Alexandre de Souza;Rua dos Uapês, 4995, Santa Cruz do Sul, RS;(51) 470-6896
3157;Emanuel Zanette;Rua dos Ubiatans, 5295, Santa Cruz do Sul, RS;(51) 497-9031
3158;Kaique Costalonga;Rua Álvaro de Morais, 3936, Santa Cruz do Sul, RS;(51) 688-4463
3159;Joao Miguel Pereira;Antiga Estrada São Paulo Paraná, 6527, Santa Cruz do Sul, RS;(51) 687-4771
3160;Lucca Agrizzi;Avenida 24 de Agosto, 7972, Santa Cruz do Sul, RS;(51) 254-0654
3161;Elisa Botteon;Avenida Abaneiro, 517, Santa Cruz do Sul, RS;(51) 261-8843
3162;Maria Laura de Souza;Avenida Abílio Pereira de Almeida, 6271, Santa Cruz do Sul, RS;(51) 209-6946
3163;Lavinia De Angeli;Avenida Academia de São Paulo, 4030, Santa Cruz do Sul, RS;(51) 502-3421
3164;Maria Flor Pereira;Avenida Adelina Abranches, 4158, Santa Cruz do Sul, RS;(51) 610-4390
3165;Rebeca Falqueto;Avenida Adelino Jorge Montenegro, 7947, Santa Cruz do Sul, RS;(51) 588-4994
3166;Rafael Sossai;Avenida Adhemar Gonzaga, 6147, Santa Cruz do Sul, RS;(51) 247-8990
3167;Francisco Botteon;Avenida Adolfo Coelho, 8807, Santa Cruz do Sul, RS;(51) 619-2747
3168;Fernanda da Costa;Avenida Adolfo Pinheiro, 5607, Santa Cruz do Sul, RS;(51) 442-5139
3169;Maya Altoe;Avenida Adriano Bertozzi, 7030, Santa Cruz do Sul, RS;(51) 624-9542
3170;Eduardo da Silva;Avenida Adutora do Rio Claro, 7745, Santa Cruz do Sul, RS;(51) 342-0633
3171;Bruno da Costa;Avenida Adélia Chohfi, 3934, Santa Cruz do Sul, RS;(51) 365-7972
3172;Vinicius Silva;Avenida Affonso D'Escragnolle Taunay, 8365, Santa Cruz do Sul, RS;(51) 600-8497
3173;Helena Zandonadi;Avenida Afonso Lopes de Baião, 9576, Santa Cruz do Sul, RS;(51) 639-3630
3174;Arthur Gabriel de Souza;Avenida Afonso Mariano Fagundes, 4466, Santa Cruz do Sul, RS;(51) 481-1254
3175;Igor Agrizzi;Avenida Afonso de Sampaio e Sousa, 7687, Santa Maria, RS;(51) 302-7465
3176;Vitoria da Silva;Avenida Afrânio Peixoto, 9518, Santa Maria, RS;(51) 352-3384
3177;Ana Clara Costalonga;Avenida Agami, 4745, Santa Maria, RS;(51) 569-1114
3178;Matheus Salvador;Avenida Agenor Couto de Magalhães, 8536, Santa Maria, RS;(51) 549-5498
3179;Erick Pesca;Avenida Agenor de Oliveira, 6946, Santa Maria, RS;(51) 235-4583
3180;Olivia Caliman;Avenida Agostinho Rubin, 4254, Santa Maria, RS;(51) 663-9778
3181;Luiz Henrique Sossai detto Pegorer;Avenida Aguiar da Beira, 3578, Santa Maria, RS;(51) 672-7571
3182;Joao Pedro de Almeida;Avenida Airton Pretini, 3579, Santa Maria, RS;(51) 282-1285
3183;Sophie Tosi;Avenida Ajarani, 2530, Santa Maria, RS;(51) 282-5794
3184;Luiz Miguel Falqueto;Avenida Albert Bartholome, 9484, Santa Maria, RS;(51) 484-0749
3185;Maria Vitoria Della Coletta;Avenida Albert Einstein, 3981, Santa Maria, RS;(51) 676-6731
3186;Isabelly da Silva;Avenida Alberto Augusto Alves, 3088, Santa Maria, RS;(51) 552-5622
3187;Enzo Zandonadi;Avenida Alberto Byington, 940, Santa Maria, RS;(51) 483-9856
3188;Giulia Tosi;Avenida Alberto Camus, 5942, Santa Maria, RS;(51) 685-0412
3189;Milena Altoe;Avenida Alberto Fontana, 2574, Santa Maria, RS;(51) 225-6944
3190;Ayla Silva;Avenida Alberto Ramos, 2447, Santa Maria, RS;(51) 409-1280
3191;Gael Gomes;Avenida Alberto Vicente Cardoso, 6800, Santa Maria, RS;(51) 542-3022
3192;Heitor de Souza;Avenida Alberto de Faria Cardoso, 9837, Santa Maria, RS;(51) 320-6205
3193;Murilo Silva;Avenida Alcides Sangirardi, 6508, Santa Maria, RS;(51) 519-4210
3194;Maria Clara da Silva;Avenida Alcindo Ferreira, 3356, Santa Maria, RS;(51) 476-3798
